id,city,player_of_match,motm_team,non_motm_team,team1,team2,toss_winner,toss_decision,winner,eliminator,batting_team,bowling_team,year
598063,Mumbai,AP Tare,MI,RR,MI,RR,RR,field,MI,N,MI,RR,2013
733973,Mumbai,CJ Anderson,MI,KXIP,MI,KXIP,KXIP,bat,MI,N,KXIP,MI,2014
733983,Mumbai,RG Sharma,MI,RCB,MI,RCB,RCB,field,MI,N,RCB,MI,2014
733995,Mumbai,DR Smith,CSK,MI,MI,CSK,CSK,field,CSK,N,CSK,MI,2014
734031,Mumbai,MEK Hussey,MI,DC,MI,DC,DC,field,MI,N,MI,DD,2014
734041,Mumbai,CJ Anderson,MI,RR,MI,RR,MI,field,MI,N,RR,MI,2014
734045,Mumbai,SK Raina,CSK,MI,CSK,MI,CSK,field,CSK,N,CSK,MI,2014
734047,Mumbai,V Sehwag,KXIP,CSK,CSK,KXIP,CSK,field,KXIP,N,KXIP,CSK,2014
829717,Mumbai,GJ Bailey,KXIP,MI,MI,KXIP,MI,field,KXIP,N,KXIP,MI,2015
829729,Mumbai,A Nehra,CSK,MI,MI,CSK,MI,bat,CSK,N,MI,CSK,2015
829751,Mumbai,SL Malinga,MI,SRH,MI,SRH,MI,bat,MI,N,SRH,MI,2015
829769,Mumbai,AT Rayudu,MI,RR,MI,RR,RR,field,MI,N,MI,RR,2015
829777,Mumbai,AM Rahane,RR,DC,RR,DC,DC,field,RR,N,RR,DD,2015
829783,Mumbai,Harbhajan Singh,MI,DC,MI,DC,DC,bat,MI,N,DD,MI,2015
829787,Mumbai,EJG Morgan,SRH,RR,RR,SRH,RR,field,SRH,N,SRH,RR,2015
829795,Mumbai,AB de Villiers,RCB,MI,MI,RCB,RCB,bat,RCB,N,RCB,MI,2015
829805,Mumbai,HH Pandya,MI,KKR,MI,KKR,KKR,field,MI,N,MI,KKR,2015
829811,Mumbai,SR Watson,RR,KKR,RR,KKR,RR,bat,RR,N,RR,KKR,2015
829817,Mumbai,KA Pollard,MI,CSK,CSK,MI,MI,bat,MI,N,CSK,MI,2015
980901,Mumbai,AM Rahane,Pune,MI,MI,Pune,MI,bat,Pune,N,Pune,MI,2016
980917,Mumbai,AJ Finch,GL,MI,MI,GL,GL,field,GL,N,GL,MI,2016
980927,Mumbai,RG Sharma,MI,RCB,MI,RCB,MI,field,MI,N,MI,RCB,2016
980947,Mumbai,RG Sharma,MI,KKR,MI,KKR,MI,field,MI,N,MI,KKR,2016
1082597,Mumbai,N Rana,MI,KKR,MI,KKR,MI,field,MI,N,MI,KKR,2017
1082600,Mumbai,JJ Bumrah,MI,SRH,MI,SRH,MI,field,MI,N,SRH,MI,2017
1082606,Mumbai,N Rana,MI,GL,MI,GL,MI,field,MI,N,MI,GL,2017
1082614,Mumbai,MJ McClenaghan,MI,DC,MI,DC,DC,field,MI,N,DD,MI,2017
1082618,Mumbai,BA Stokes,Pune,MI,MI,Pune,MI,field,Pune,N,Pune,MI,2017
1082628,Mumbai,RG Sharma,MI,RCB,MI,RCB,RCB,bat,MI,N,MI,RCB,2017
1082641,Mumbai,WP Saha,KXIP,MI,MI,KXIP,MI,field,KXIP,N,KXIP,MI,2017
1082647,Mumbai,Washington Sundar,Pune,MI,MI,Pune,MI,field,Pune,N,MI,Pune,2017
1136561,Mumbai,DJ Bravo,CSK,MI,MI,CSK,CSK,field,CSK,N,MI,CSK,2018
1136569,Mumbai,JJ Roy,DD,MI,MI,DC,DC,field,DC,N,DD,MI,2018
